Symbol,Sector,Name,Position,Company,University,Age,Compensation,Tenure_To,Tenure_From,Work Loction,Affiliation,Gender,DOB,POB,Nationality,Bachelors_University,Bachelors Specialization,Masters_University,Masters Specialization,Performance,Parents,Father Occupation,Mother Occupation, Starting_Age,Employment History
JOY,Industrials,Edward L. Doheny II,"Chief Executive Officer, President, Director and Member of Executive Committee,","Joy Global, Inc.",Cornell University,51,5165948,2014,2013,"100 East Wisconsin AvenueMilwaukee, Wisconsin 53202United States",Cornell University|Purdue University|John Bean Technologies Corporation|International Mining Machinery Holdings Limited,Male,1963,United States of America,United States of America,Cornell University,BS,Purdue University,MS,0,,,,50,Joy Global Inc. - Executive Vice President - ts_bot - Employment tenure | 
JPM,Financials,James   Dimon,"Chairman, Chief Executive Officer, President and Member of Operating Committee,",JPMorgan Chase & Co.,NA,56,18717013,2014,2005,"270 Park AvenueNew York, New York 10017United States","The Federal Reserve Bank of New York|Bank One Corporation|J.P. Morgan & Co. Inc.|The University of Chicago|Yum! Brands, Inc.|Harvard University|Smith Barney Holdings Inc.|Bank One Wisconsin|JPMorgan Chase Bank, National Association|Tufts University|The Clearing House LLC|Chicago Clearing House Association|The Partnership for New York City, Inc.|The Business Roundtable|The Business Council|Financial Services Roundtable|Catalyst Inc.|Kennedy Center Corporate Fund",Male,1958,United States of America,United States of America,Tufts University,BS,Harvard University,MBA,0.203104513,,,,47,
JNPR,Information Technology,Shaygan   Kheradpir Ph.D.,"Chief Executive Officer,","Juniper Networks, Inc.",Cornell University,52,,2014,2014,"1194 North Mathilda AvenueSunnyvale, California 94089United States",Barclays PLC|Verizon Communications Inc.|Cornell University|Young Men's Christian Association of Greater New York,Male,1962,India,United States of America,Cornell University,BS,Cornell University,MS,0,,,,52,
KSU,Industrials,David L. Starling,"Chief Executive Officer, President, Director, Chief Executive Officer of The Kansas City Southern Railway Company, President of The Kansas City Southern Railway Company and Director of The Kansas City Southern Railway Company,",Kansas City Southern,NA,63,4932087,2014,2010,"427 West 12th StreetKansas City, Missouri 64105United States","Ferrellgas Partners LP|The Kansas City Southern Railway Company|Kansas City Southern de M??xico S.A. de C.V.|Ferrellgas, Inc.|Panama Canal Railway Company",Male,1951,United States of America,United States of America,NA,NA,NA,NA,0.281864988,,,,59,
K,Consumer Staples,John A. Bryant,"Chief Executive Officer, President, Director and Member of Executive Committee,",Kellogg Company,University of Pennsylvania - The Wharton School,48,7963872,2014,2011,"One Kellogg SquareBattle Creek, Michigan 49016United States",Grocery Manufacturers Association|University of Pennsylvania - The Wharton School|Australian National University|Catalyst Inc.|Kellogg North America Company,Male,1966,Australia,Australia ,Australian National University,Bcom,Wharton University,MBA,0.486018003,,,,45,Kellogg s - Executive Vice President - ts_bot - Employment tenure | Kellogg s - Chief Financial Officer - ts_bot - Employment tenure | 
KEY,Financials,Beth E. Mooney,"Chairman, Chief Executive Officer, President, Member of Executive Council, Chairman of Executive Committee and Chairman of Enterprise Risk Management Committee,",KeyCorp.,The University of Texas System,58,7532203,2014,2010,2006, 2007 and 2008. She was selected as one of the 2007-2008 Distinguished Alumni recipients from the Cox School of Business at Southern Methodist University. Ms. Mooney Graduated from the University of Texas in 1977 and received her Master of Business Administration Degree from Southern Methodist University in 1983. She served as Senior Executive Vice President of Regions Financial Corporation and its subsidiary,Female,1956,United States of America,United States of America,University of Texas,BA,Southern Methodist University,MBA,0.363382958,,,,54, and served as President from June 1999 to June 2000 of Bank One Ohio
KMB,Consumer Staples,Thomas J. Falk,"Executive Chairman, Chief Executive Officer, President and Member of Executive Committee,",Kimberly-Clark Corporation,University of Wisconsin - Madison,54,11914004,2014,2002,"PO Box 619100Dallas, Texas 75261United States","Centex Corporation|The Board of Trustees of The Leland Stanford Junior University|Lockheed Martin Corporation|Rubbermaid Incorporated|University of Wisconsin - Madison|Kimberly-Clark de M??xico, SAB de CV|MicroHoldings US, Inc.|Boys & Girls Clubs of America, Inc.|Concordia University, Wisconsin|Grocery Manufacturers Association|Stanford Graduate School of Business|Kimberly-Clark Health Care Inc.|University of Wisconsin Foundation, Inc.|Kimberly-Clark Professional Ltd.",Male,1960,United States of America,United States of America,University of Wisconsin,BBA,Stanford University,MS,0.056616191,,,,42,Kimberly-Clark - Chairman - ts_bot - Employment tenure | Kimberly-Clark - Chief Executive Officer - ts_bot - Employment tenure | 
KIM,Financials,David B. Henry,"Vice Chairman, Chief Executive Officer, President, Chief Investment Officer and Member of Executive Committee,",Kimco Realty Corporation,University of Miami,64,3408390,2014,2009,"3333 New Hyde Park RoadNew Hyde Park, New York 11042United States","HCP, Inc.|University of Miami|Bucknell University|International Council Of Shopping Centers, Inc.|Fairfield County Bank|Fairfield County Bank, MHC",Male,1950,United States of America,United States of America,Bucknell University,BS,University of Miami,MBA,-0.415007215,,,,59,
KMI,Energy,Richard D. Kinder,"Chairman and Chief Executive Officer,",Kinder Morgan Management LLC,University of Missouri-Columbia,68,1,2014,2011, holding of Waste Management Inc. since 1997. Previously, he served as a Director of Kinder Morgan,Male,1946,United States of America,United States of America,University of Missouri,BA,University of Missouri,JD,0.900210084,,,,65, the general partner of El Paso Pipeline Partners
KLAC,Information Technology,Richard P. Wallace,"Chief Executive Officer, President and Executive Director,",KLA-Tencor Corporation,University of Michigan,53,6380906,2014,2006,"One Technology DriveMilpitas, California 95035United States","NetApp, Inc.|Beckman Coulter, Inc.|Mercury Systems, Inc.|Semiconductor Equipment and Materials International|University of Michigan|Santa Clara University|Silicon Valley Leadership Group",Male,1961,United States of America,United States of America,University of Michigan,BS,Santa Clara University,MS,-0.32847557,,,,45,
KSS,Consumer Discretionary,Kevin   Mansell,"Chairman, Chief Executive Officer, President and Member of Executive Committee,",Kohl's Corp.,University of Missouri-Columbia,60,8178304,2014,2008,"N56 W17000 Ridgewood DriveMenomonee Falls, Wisconsin 53051United States","University of Missouri-Columbia|Kohl's Department Stores, Inc.",Male,1954,United States of America,United States of America,University of Missouri,BS,NA,NA,0.051461304,,,,54,Kohl's - President - ts_bot - Employment tenure | 
KRFT,Consumer Staples,W. Anthony Vernon,"Chief Executive Officer and Director,","Kraft Foods Group, Inc.","J.L. Kellogg School of Management, Northwestern University",57,9190257,2014,2012,"Three Lakes DriveNorthfield, Illinois 60093United States","Kleinwort Benson Advisors LLC|Johnson & Johnson|Disc Dynamics, Inc.|Mondelez International, Inc.|St. Lawrence University|Lawrence University of Wisconsin|Maverick Capital, Ltd.|J.L. Kellogg School of Management, Northwestern University|Medivation, Inc.|Zeo, Inc.|ULURU Inc.|Novocure Ltd.",Male,1957,United States of America,United States of America,Lawrence University,BA,Kellogg University,MBA,0.628158845,,,,55,
KR,Consumer Staples,W. Rodney McMullen,"Chief Executive Officer and Director,",The Kroger Co.,University of Kentucky,52,5007967,2014,2014,"1014 Vine StreetCincinnati, Ohio 45202United States","Harris Teeter Supermarkets, Inc.|Cincinnati Financial Corp.|Smith's Food & Drug Centers, Inc.|GS1 US, Inc.|University of Kentucky|GS1",Male,1962,United States of America,United States of America,University of Kentucky,BS,University of Kentucky,MS,0,,,,52,
LB,Consumer Discretionary,Leslie H. Wexner,"Founder, Executive Chairman, Chief Executive Officer, President and Chairman of Executive Committee,","L Brands, Inc.",The Ohio State University,76,15875922,2014,1963,"Three Limited ParkwayColumbus, Ohio 43230United States","Sun-Times Media Group Inc.|The Ohio State University|Intimate Brands, Inc.|La Senza Corporation|Hollinger International Publishing, Inc.|Yeshiva University|Brandeis University|Bath & Body Works, LLC|Victoria's Secret Stores, Inc.|Limited Stores, LLC|Victoria's Secret Direct, LLC|Hofstra University|Hebrew Union College-Jewish Institute of Religion|Marietta College|Jewish Theological Seminary Of America|Hebrew University of Jerusalem|New Albany Company LLC",Male,1938,United States of America,United States of America,Ohio University,BA,NA,NA,0.276159218,,,,25,Limited Brands - Freebase Data Team - Employment tenure | Victoria's Secret - Chairman - ts_bot - Employment tenure | Victoria's Secret - Chief Executive Officer - ts_bot - Employment tenure | 
LLL,Industrials,Michael T. Strianese,"Chairman, Chief Executive Officer, President and Member of Executive Committee,",L-3 Communications Holdings Inc.,St. John's University,57,12124612,2014,2006,"600 Third AvenueNew York, New York 10016United States","L-3 ComCept, Inc.|L-3 Communications Corporation|St. John's University|L-3 Communications Crestview Aerospace Corporation|L-3 Communications Integrated Systems L.P.|Aerospace Industries Association",Male,1957,United States of America,United States of America,St John's University,BS,NA,NA,0.117214593,,,,49,L-3 Communications - Freebase Data Team - Employment tenure | 
LH,Health Care,David P. King,"Chairman, Chief Executive Officer and President,",Laboratory Corp. of America Holdings,Princeton University,56,9280996,2014,2007,"358 South Main StreetBurlington, North Carolina 27215United States","US LABS, Inc.|Orchid Cellmark Inc.|Cardinal Health, Inc.|Princeton University|University of Pennsylvania - Law School|Hatteras Venture Partners|Personalized Medicine Coalition",Male,1958,United States of America,United States of America,Princeton University,BA,University of Pennsylvania,JD,0.26056732,,,,49,Laboratory Corporation of America Holdings - President - ts_bot - Employment tenure | Laboratory Corporation of America Holdings - Chief Executive Officer - ts_bot - Employment tenure | 
LRCX,Information Technology,Martin B. Anstice,"Chief Executive Officer, President and Director,",Lam Research Corporation,NA,46,5571652,2014,2012,"4650 Cushing ParkwayFremont, California 94538United States",Lam Research Holding GmbH|Chartered Institute Of Management Accountants,Male,1968,United States of America,United States of America,NA,NA,NA,NA,1.075757576,,,,44,
LM,Financials,Joseph A. Sullivan,"Chief Executive Officer, President, Director and Member of Finance Committee,",Legg Mason Inc.,NA,55,7292983,2014,2013,"100 International DriveBaltimore, Maryland 21202United States","Stifel Financial Corp.|Stifel, Nicolaus & Company, Incorporated|St. John's University|University of Pennsylvania - The Wharton School|Barrett Opportunity Fund, Inc.  - Barrett Opportunity Fund, Inc.",Male,1959,United States of America,United States of America,Minnesota State University,BA,NA,NA,0,,,,54,Stifel - Titles in academia - ts_bot - Employment tenure | 
LEG,Consumer Discretionary,David S. Haffner,"Chairman, Chief Executive Officer and Member of Executive Committee,","Leggett & Platt, Incorporated",University of Wisconsin - Madison,61,8041307,2014,2002,"No. 1 Leggett RoadCarthage, Missouri 64836United States","Bemis Company, Inc.|University of Wisconsin - Madison|University of Missouri-Columbia|Hanes Dye and Finishing Co.|ARRK Product Development Group Ltd.",Male,1953,United States of America,United States of America,University of Missouri,BS,University of Wisconsin ,MBA,-0.987100997,,,,49,Leggett & Platt - President - ts_bot - Employment tenure | Leggett & Platt - Chief Executive Officer - ts_bot - Employment tenure | 
LEN,Consumer Discretionary,Stuart A. Miller,"Chief Executive Officer, Director, Member of Executive Committee and Member of Independent Directors Committee,",Lennar Corp.,NA,55,13708710,2014,1997,"700 Northwest 107th AvenueMiami, Florida 33172United States","LNR Property LLC|Union Bank Of Florida|Builder Homesite, Inc.|Fidelity Guaranty and Acceptance Corp.",Male,1959,United States of America,United States of America,Harvard University,BS,University of  Miami,JD,0.005205646,,,,38,Lennar Corporation - President - ts_bot - Employment tenure | Lennar Corporation - Chief Executive Officer - ts_bot - Employment tenure | 
LUK,Financials,Richard B. Handler,"Chief Executive Officer and Director,",Leucadia National Corporation,The Board of Trustees of The Leland Stanford Junior University,52,3127003,2014,2013,"520 Madison AvenueNew York, New York 10022United States",The Board of Trustees of The Leland Stanford Junior University|Jefferies Group LLC|Jefferies LLC|University of Rochester|Jefferies International Limited|Jefferies High Yield Trading LLC,Male,1962,United States of America,United States of America,University of Rochester,BA,Stanford University,MBA,0,,,,51,
LIFE,Health Care,Yacov   Geva,"Co-Founder and Director,",LifeWatch AG,Technion Israel Institute Of Technology,63,,2014,1990,"Rundbuckstrasse 6Neuhausen am Rheinfall, Schaffhausen 8212Switzerland","LifeWatch, Inc.|Columbine Ventures|Koor Industries Limited|Vishay Israel Limited|Technion Israel Institute Of Technology|Brooks College Oxford University England|Sensei, Inc.|LifeWatch Corp.",Male,1951,Israel,Israel,Israel Institute of Technology,BS,Oxford University,PhD,-0.101616643,,,,39,
LLY,Health Care,John C. Lechleiter Ph.D.,"Chairman, Chief Executive Officer and President,",Eli Lilly and Company,Harvard University,59,11217000,2014,2008,"Lilly Corporate CenterIndianapolis, Indiana 46285United States","Ford Motor Co.|Harvard University|Great Lakes Chemical Corporation|Nike, Inc.|Xavier University|Pharmaceutical Research and Manufacturers of America|Marian University|Eli Lilly and Company Foundation|Lilly Research Laboratories|Central Indiana Corporate Partnership",Male,1955,United States of America,United States of America,Xavier University,BS,Harvard University,MS,-0.530199581,,,,53,
LNC,Financials,Dennis R. Glass,"Chief Executive Officer, President, Director, Chairman of Committee On Corporate Action and Member of Executive Committee,",Lincoln National Corporation,University of Wisconsin,63,11342213,2014,2007,"150 North Radnor Chester RoadRadnor, Pennsylvania 19087United States","Protective Life Corporation|Jefferson-Pilot Corporation|University of Wisconsin - Madison|The Lincoln National Life Insurance Company|Hampshire Funding Inc.|Lincoln Financial Advisors Corporation|Concordia University, Wisconsin|American Council Of Life Insurers|Lincoln Financial Advisors Corporation, Asset Management Arm|Lincoln Financial Sports, Inc.|Lincoln Life Separate Account BL3, The Lincoln National Life Insurance Co|Lincoln Life Flexible Premium Variable Life Account Z|Lincoln Life Separate Account Blm, The Lincoln National Life Insurance Co|Lincoln Life Separate Account Bl1 of The Lincoln National Life Ins. Co",Male,1951,United States of America,United States of America,University of Wisconsin,BA,University of Wisconsin ,MBA,-1.283791505,,,,56,Lincoln National Corporation - President - ts_bot - Employment tenure | Lincoln National Corporation - Chief Operating Officer - ts_bot - Employment tenure | 
LLTC,Information Technology,Lothar   Maier,"Chief Executive Officer and Director,",Linear Technology Corporation,University of California Berkeley,58,5028990,2014,2005,"1630 McCarthy BoulevardMilpitas, California 95035United States",FormFactor Inc.|University of California Berkeley,Male,1956,United States of America,United States of America,University of California,BS,NA,NA,0.002044506,,,,49,Linear Technology - Chief Executive Officer - jon - Employment tenure | 
LMT,Industrials,Marillyn A. Hewson,"Chairman, Chief Executive Officer, President and Member of Executive Committee,",Lockheed Martin Corporation,Columbia Business School,59,25155799,2014,2013,"6801 Rockledge DriveBethesda, Maryland 20817United States","Carpenter Technology Corp.|E. I. du Pont de Nemours and Company|Columbia Business School|University Of Alabama|Lockheed Martin Aeronautics Company|Sandia Corporation|Lockheed Martin Australia Pty Ltd.|Kelly Aviation Center, L.P.",Female,1955,United States of America,United States of America,University of Alabama,BBA,Harvard University,MBA,0,,,,58,
L,Financials,James S. Tisch,"Chief Executive Officer, President, Member of Office of the President, Director, Member of Executive Committee, Member of Finance Committee, Chairman of Diamond Offshore and Director of CNA,",Loews Corporation,Cornell University,60,5905810,2014,1999,"667 Madison AvenueNew York, New York 10065United States","Vail Resorts Inc.|The Federal Reserve Bank of New York|General Electric Company|BKF Capital Group Inc.|CNA Financial Corporation|Diamond Offshore Drilling, Inc.|BKF Asset Management, Inc.|Cornell University|Carolina Group|The Mount Sinai Hospital|University of Pennsylvania - The Wharton School|The Partnership for New York City, Inc.|Jewish Agency For Israel|Educational Broadcasting Corporation",Male,1954,United States of America,United States of America ,Cornell University,BA,Wharton University,MBA,-0.054792293,Laurence Tisch | ,,,45,Diamond Offshore Drilling - Chief Executive Officer - ts_bot - Employment tenure | Carolina Group - President - ts_bot - Employment tenure | Carolina Group - Chief Executive Officer - ts_bot - Employment tenure | 
LO,Consumer Staples,Murray S. Kessler,"Chairman of the Board, Chief Executive Officer and President,","Lorillard, Inc.",New York University - Leonard N. Stern School of Business,53,10447242,2014,2010,"714 Green Valley RoadGreensboro, North Carolina 27408United States","Vlasic Foods International, Inc.|UST LLC|Altria Group Inc.|New York University - Leonard N. Stern School of Business|Villanova University|U.S. Smokeless Tobacco Company LLC",Male,1961,United States of America,United States of America,Villanova University,BS,New York University,MBA,0.11986988,,,,49,UST Inc. - President - ts_bot - Employment tenure | UST Inc. - Chief Executive Officer - ts_bot - Employment tenure | 
LOW,Consumer Discretionary,Robert A. Niblock,"Chairman, Chief Executive Officer, President and Chairman of Executive Committee,",Lowe's Companies Inc.,University of North Carolina at Charlotte,50,12136442,2014,2005,"1000 Lowe's BoulevardMooresville, North Carolina 28117United States",ConocoPhillips|University of North Carolina at Charlotte|Retail Industry Leaders Association,Male,1964,United States of America,United States of America ,University of North Carolina,BS,NA,NA,0.042160639,,,,41,Lowe's - 2005-01-28 - Chief Executive Officer - ts_bot - Employment tenure | Lowe's - 2003-03 - President - 2006-12-15 - nanette - Employment tenure | Lowe's - 2001 - Executive Vice President - 2003 - nanette - Employment tenure | Lowe's - 2000 - Senior Vice President - 2001 - nanette - Employment tenure | Lowe's - 2000 - Chief Financial Officer - 2003 - nanette - Employment tenure | Lowe's - 1999 - Senior Vice President of Finance - 2000 - nanette - Employment tenure | Lowe's - 1997 - Vice President and Treasurer - 1998 - nanette - Employment tenure | Lowe's - 1993 - nanette - Employment tenure | Ernst & Young - 1984 - 1993 - nanette - Employment tenure | 
LSI,Information Technology,Abhijit Y. Talwalkar,"Chief Executive Officer, President and Director,",LSI Corporation,Oregon State University,49,6632804,2014,2005,"1320 Ridder Park DriveSan Jose, California 95131United States",Intel Corporation|Lam Research Corporation|Oregon State University,Male,1965,India,India,Oregon State University,BS,NA,NA,-6.088771779,,,,40,LSI Corporation - President - ts_bot - Employment tenure | LSI Corporation - Chief Executive Officer - ts_bot - Employment tenure | LSI Corporation - Titles in academia - ts_bot - Employment tenure | LSI Corporation - 2005-05 - President and CEO - jon - Employment tenure | 
LYB,Materials,James L. Gallogly,"Chairman of Management Board, Chief Executive Officer and President,",LyondellBasell Industries NV,University of Colorado_?_Boulder,60,9140373,2014,2009,"Stationsplein 45Rotterdam, Zuid-Holland 3013 AKNetherlands","ConocoPhillips|Chevron Phillips Chemical Company LP|University of Oklahoma|University of Colorado_?_Boulder|Chevron Phillips Chemical Co. LLC|Basell North America, Inc.|Oklahoma City University|American Chemistry Council, Inc.|J.L. Kellogg School of Management, Northwestern University|Houston Refining LP|LyondellBasell Acetyls, LLC|Lyondell Chemical International Company|Equistar GP, LLC|LyondellBasell F&F Holdco, LLC|Lyondell Chemical Overseas Services, Inc.",Male,1954,United States of America,United States of America,University of Colorado,BA,Kellogg University,MBA,-0.026132965,,,,55,"Executive Vice President, Refining, Marketing and Transportation - ts_bot - Employment tenure | Phillips Petroleum Company - 2000 - President and Chief Executive Officer, Chevron Phillips - nanette - Employment tenure | Phillips Petroleum Company - 1999 - Senior Vice President, Chamicals and Plastics - nanette - Employment tenure | Phillips Petroleum Company - 1997 - Vice President, Plastics - nanette - Employment tenure | Phillips Petroleum Company - 1995 - Vice President, North America Production - nanette - Employment tenure | Phillips Petroleum Company - 1993 - Manager, Ekofisk II, Norway - nanette - Employment tenure | Phillips Petroleum Company - Finance Manager - nanette - Employment tenure | Phillips Petroleum Company - 1990 - Manager, Business Services, North America Exploration and Production - nanette - Employment tenure | Phillips Petroleum Company - 1980 - nanette - Employment tenure | "
MTB,Financials,Robert G. Wilmers,"Chairman, Chief Executive Officer, Chairman of Executive Committee, Chairman of M&T Bank and Chief Executive Officer of M&T Bank,",M&T Bank Corporation,Harvard University,78,3674223,2014,2006,"One M&T PlazaBuffalo, New York 14203United States","The Federal Reserve Bank of New York|Allied Irish Banks, p.l.c.|M&T Asset Management|Harvard University|The New York State Urban Development Corporation|Phillips Exeter Academy|Andy Warhol Foundation For The Visual Arts Inc.|Business Council of New York State Inc.|AIB Group (UK) p.l.c.|New York Bankers Association Inc|Ch??teau Haut Bailly SAS",Male,1936,United States of America,United States of America,Philips Exeter Academy,BS,Harvard University,MBA,0.08371085,,,,70,M&T Bank - Chairman - ts_bot - Employment tenure | Empire State Development Corporation - Chairman - thadguidry - Employment tenure | 
MAC,Financials,Arthur M. Coppola CPA,"Chairman, Chief Executive Officer and Chairman of Executive Committee,",The Macerich Company,Drake University,61,8381605,2014,1993,"401 Wilshire BoulevardSanta Monica, California 90401United States",Drake University,Male,1953,United States of America,United States of America,Drake University,BA,NA,NA,0.820938253,,,,40,
M,Consumer Discretionary,Terry J. Lundgren,"Chairman, Chief Executive Officer and President,","Macy's, Inc.",The University of Arizona,61,13840531,2014,2003,"7 West Seventh StreetCincinnati, Ohio 45202United States","The Procter & Gamble Company|New York City Investment Fund Manager, Inc.|The Federal Reserve Bank of New York|Mondelez International, Inc.|Federated Department Stores, Inc., Pension Arm|The University of Arizona|Kraft Foods Group, Inc.|Bloomingdale's, Inc.|National Retail Federation Inc.|The Partnership for New York City, Inc.|United Way of New York City|Carnegie Hall Corporation|National Minority Supplier Development Council Business Consortium Fund, Inc.|Committee Encouraging Corporate Philanthropy",Male,1953,United States of America,United States of America,University of Arizona,BA,NA,NA,-0.543734449,,,,50,"Macy's Inc. - 2003-02 - Chief Executive Officer - ts_bot - Employment tenure | Macy's Inc. - 2002 - Chief Operating Officer - 2003 - Freebase Data Team - Employment tenure | Macy's Inc. - 1997 - President - ts_bot - Employment tenure | Macy's Inc. - 1997 - Chief Merchandising Officer - 2001 - alden - Employment tenure | Macy's Inc. - 1994 - General Manager, Federated Merchandising Group - 1996 - alden - Employment tenure | Neiman Marcus - 1988 - Chief Executive Officer - 1994 - alden - Employment tenure | Macy's Inc. - 1987 - President, Bullocks Wilshire - alden - Employment tenure | Macy's Inc. - 1975 - 1987 - alden - Employment tenure | "
MRO,Energy,Lee M. Tillman,"Chief Executive Officer, President and Director,",Marathon Oil Corporation,Texas A&M University,51,10767907,2014,2013,"5555 San Felipe StreetHouston, Texas 77056United States",Texas A&M University|Auburn University,Male,1963,United States of America,United States of America,Texas A&M University,BS,Auburn University,PhD,0,,,,50,
MPC,Energy,Gary R. Heminger,"Chief Executive Officer, President, Director and Member of Executive Committee,",Marathon Petroleum Corporation,University of Dayton,60,12770528,2014,2011,"539 South Main StreetFindlay, Ohio 45840United States","Fifth Third Bancorp|Marathon Oil Corporation|Marathon Petroleum Company LP|Fifth Third Bank|University of Dayton|Marathon Oil Company|University of Pennsylvania - The Wharton School|American Chemistry Council, Inc.|Tiffin University|Northern Tier Energy LP|MPLX LP|JobsOhio",Male,1954,United States of America,United States of America,University of Dayton,BS,Wharton University,MBA,0.073752321,,,,57,"Marathon Oil - 2005-07 - Executive Vice President of Downstream Operations - ts_bot - Employment tenure | Marathon Oil - 2001-09 - President, Marathon Petroleum Company LLC - nanette - Employment tenure | Marathon Oil - 2001-01 - Executive Vice President, Supply, Transporation and Marketing - nanette - Employment tenure | Marathon Oil - 1999 - Executive Vice President, Business Development - nanette - Employment tenure | Marathon Oil - 1998 - Vice President of Business Development - nanette - Employment tenure | Marathon Oil - 1996-11 - Manager, Business Development & Joint Interest - nanette - Employment tenure | Marathon Oil - 1995 - President, Marathon Pipe Line Company - 1996 - nanette - Employment tenure | Marathon Oil - 1991 - Vice President, Emro Marketing's Western Division - nanette - Employment tenure | Marathon Oil - 1975 - nanette - Employment tenure | "
MAR,Consumer Discretionary,Arne M. Sorenson,"Chief Executive Officer, President, Director and Member of Committee for Excellence,","Marriott International, Inc.",Luther College,54,9158620,2014,2012,"10400 Fernwood RoadBethesda, Maryland 20817United States","Wal-Mart Stores Inc.|Luther College|University Of Minnesota School Of Law|Marriott Hotel Services, Inc.|SpringHill Suites Baton Rouge North/Airport|Ocean Park Hotels-TOY, LLC|Corporation for Travel Promotion",Male,1960,Japan,United States of America,Luther College,BA,University of Minnesota,JD,0.162790698,,,,52,"Marriott International - 2003-01 - President, Continental European Lodging - nanette - Employment tenure | Marriott International - 1998 - Executive Vice President and Chief Financial Officer - nanette - Employment tenure | Marriott International - Principal Accounting Officer - nanette - Employment tenure | Marriott International - 1996 - Senior Vice President of Business Development - nanette - Employment tenure | Latham & Watkins - Partner - nanette - Employment tenure | "
MMC,Financials,Daniel S. Glaser,"Chief Executive Officer, President, Director, Member of Executive Committee and Member of Finance Committee,","Marsh & McLennan Companies, Inc.",Ohio Wesleyan University,53,13287329,2014,2013,"1166 Avenue of the AmericasNew York, New York 10036United States","Marsh LLC|American International Group, Inc.|Harvard University|Ohio Wesleyan University|British American Business Inc.|Oliver Wyman Group|Mercer LLC|Mercer (Ireland) Limited",Male,1961,,,NA,NA,NA,NA,0,,,,52,
MAS,Industrials,Keith J. Allman,"Chief Executive Officer, Group President and Director,",Masco Corporation,University of Michigan,50,,2014,2014,"21001 Van Born RoadTaylor, Michigan 48180United States",University of Michigan|Masco Corporation Of Indiana|Kettering University,Male,1964,United States of America,United States of America,Kettering University,BS,University of Michigan,MBA,3.303030303,,,,50,
MA,Information Technology,Ajaypal S. Banga,"Chief Executive Officer, President and Director,",MasterCard Incorporated,Indian Institute of Management,53,11281457,2014,2010, India. August 31, 2009 to July 1,Male,1961,India,India,University of Delhi,BA,Indian Institute of Management,MBA,0.234020095,,,,49, a subsidiary of Citigroup Inc. He served as the Chairman of the Board and Chief Executive Officer of Global Consumer Group
MAT,Consumer Discretionary,Bryan G. Stockton,"Chairman, Chief Executive Officer and Member of Equity Grant Allocation Committee,","Mattel, Inc.",Indiana University,59,15538101,2014,2012,"333 Continental BoulevardEl Segundo, California 90245United States","Bob Evans Farms, Inc.|Indiana University, Bloomington|Toy Industry Association, Inc.|Indiana University Graduate School of Business",Male,1955,United States of America,United States of America,Indiana University,BS,Indiana University,MBA,0.162162162,,,,57,
MKC,Consumer Staples,Alan D. Wilson,"Chairman, Chief Executive Officer and President,","McCormick & Company, Incorporated","University of Tennessee System, The",55,5469953,2014,2008,"18 Loveton CircleSparks, Maryland 21152United States","MeadWestvaco Corporation|Williams Scotsman International, Inc.|University of Tennessee System, The",Male,1959,United States of America,United States of America,University of Tennessee,BS,NA,NA,0.088588974,,,,49,
MCD,Consumer Discretionary,Donald   Thompson,"Chief Executive Officer, President, Director and Chairman of Executive Committee,",McDonald's Corp.,Purdue University,50,13751919,2014,2012,"One McDonald's PlazaOak Brook, Illinois 60523United States","Exelon Corporation|Exelon Generation Company, LLC|Purdue University|Mcdonald's Restaurants Of Canada Limited|McDonald's USA, LLC|Excelsior College|World Business Chicago",Male,1964,United Kingdom,United Kingdom ,Purdue University,BS,Excelsior College ,PhD,0.035447761,,,,48,
MHFI,Financials,Douglas L. Peterson,"Chairman, Member of Nomination & Remuneration Committee, Chief Executive Officer of Mcgraw Hill Financial and President of Mcgraw Hill Financial,",CRISIL Limited,Claremont McKenna College,54,1280000,2014,2013,"CRISIL HouseMumbai, Maharashtra 400076India","McGraw Hill Financial, Inc.|Citigroup Inc.|Nikko Cordial Corporation|Citibank, National Association|Claremont McKenna College|University of Pennsylvania - The Wharton School|Standard & Poor's Ratings Services|Citibank Japan Ltd.|Standard & Poor's International, LLC|Citigroup Japan Holdings Corp.",Male,1960,United States of America,United States of America,Claremont McKenna College,BS,Wharton University,MBA,0,,,,53,
MCK,Health Care,John H. Hammergren,"Chairman, Chief Executive Officer and President,",McKesson Corporation,University of Minnesota,54,51744999,2014,2001,"One Post StreetSan Francisco, California 94104United States","Hewlett-Packard Company|NADRO S.A. de C.V.|University of Minnesota|Xavier University|Verispan LLC|Center for Strategic and International Studies, Inc.",Male,1960,United States of America,United States of America,University of Minnesota,BA,Xavier University,MBA,-0.461178802,,,,41,"McKesson Corporation - 2002 - Chairman - ts_bot - Employment tenure | McKesson Corporation - 2001 - President - ts_bot - Employment tenure | McKesson Corporation - 2001 - Chief Executive Officer - ts_bot - Employment tenure | McKesson Corporation - Executive Vice President, Pharmacy Outsourcing Business - tina526 - Employment tenure | McKesson Corporation - President of Supply Management - tina526 - Employment tenure | McKesson Corporation - 1996-01 - President, Health System - tina526 - Employment tenure | Kendall Healthcare Products - tina526 - Employment tenure | Baxter International - tina526 - Employment tenure | Fujisawa - tina526 - Employment tenure | "
